Method;LOC;CC;NP;NV;NEST;Ca;Ce;NChg;NCall
ShareX.HelpersLib.ScreenTearingTestForm.ScreenTearingTestForm();23.0;1.0;0;0.0;0.0;1;2;3.0;1.0
ShareX.HelpersLib.ScreenTearingTestForm.OnShown(EventArgs);2.0;1.0;1;0.0;0.0;0;1;1.0;1.0
ShareX.HelpersLib.ScreenTearingTestForm.OnKeyUp(KeyEventArgs);3.0;2.0;1;1.0;1.0;0;0;2.0;0.0
ShareX.HelpersLib.ScreenTearingTestForm.OnMouseUp(MouseEventArgs);3.0;2.0;1;1.0;1.0;0;2;4.0;2.0
ShareX.HelpersLib.ScreenTearingTestForm.OnMouseWheel(MouseEventArgs);5.0;3.0;1;2.0;1.0;0;1;1.0;0.0
ShareX.HelpersLib.ScreenTearingTestForm.OnPaint(PaintEventArgs);19.0;5.0;1;10.0;2.0;0;1;4.0;492.0
ShareX.HelpersLib.ScreenTearingTestForm.Dispose(Boolean);1.0;1.0;1;0.0;0.0;0;0;3.0;1.0
ShareX.HelpersLib.GraphicsQualityManager.GraphicsQualityManager(Graphics,Boolean);7.0;2.0;2;1.0;1.0;1;1;1.0;0.0
ShareX.HelpersLib.GraphicsQualityManager.SetHighQuality();4.0;2.0;0;1.0;1.0;1;0;1.0;63063.0
ShareX.HelpersLib.GraphicsQualityManager.Dispose();4.0;2.0;0;1.0;1.0;0;0;1.0;63063.0
ShareX.HelpersLib.HelpersOptions.HelpersOptions();6.0;1.0;0;0.0;0.0;0;1;1.0;2.0
ShareX.HelpersLib.URLHelpers.OpenURL(String);8.0;5.0;1;1.0;1.0;76;3;3.0;17.0
ShareX.HelpersLib.URLHelpers.Encode(String,String);15.0;5.0;2;11.0;3.0;2;0;1.0;4.0
ShareX.HelpersLib.URLHelpers.URLEncode(String);1.0;1.0;1;1.0;0.0;14;1;1.0;4.0
ShareX.HelpersLib.URLHelpers.URLPathEncode(String);1.0;1.0;1;1.0;0.0;7;1;1.0;0.0
ShareX.HelpersLib.URLHelpers.HtmlEncode(String);11.0;3.0;1;8.0;2.0;3;0;1.0;15.0
ShareX.HelpersLib.URLHelpers.URLDecode(String,Int32);7.0;3.0;2;4.0;2.0;1;0;1.0;0.0
ShareX.HelpersLib.URLHelpers.CombineURL(String,String);13.0;7.0;2;8.0;1.0;41;0;2.0;16.0
ShareX.HelpersLib.URLHelpers.CombineURL(String[]);1.0;1.0;1;1.0;0.0;8;1;1.0;0.0
ShareX.HelpersLib.URLHelpers.IsValidURL(String,Boolean);7.0;4.0;2;4.0;1.0;8;0;5.0;39.0
ShareX.HelpersLib.URLHelpers.AddSlash(String,SlashType);1.0;1.0;2;1.0;0.0;3;1;1.0;0.0
ShareX.HelpersLib.URLHelpers.AddSlash(String,SlashType,Int32);14.0;6.0;3;8.0;2.0;2;0;1.0;0.0
ShareX.HelpersLib.URLHelpers.GetFileName(String);7.0;4.0;1;4.0;1.0;4;0;5.0;0.0
ShareX.HelpersLib.URLHelpers.IsFileURL(String);5.0;3.0;1;4.0;1.0;1;0;1.0;1.0
ShareX.HelpersLib.URLHelpers.GetDirectoryPath(String);3.0;2.0;1;2.0;1.0;2;0;1.0;0.0
ShareX.HelpersLib.URLHelpers.GetPaths(String);11.0;5.0;1;8.0;3.0;3;0;3.0;0.0
ShareX.HelpersLib.URLHelpers.HasPrefix(String);2.0;2.0;1;1.0;1.0;2;0;2.0;0.0
ShareX.HelpersLib.URLHelpers.FixPrefix(String,String);3.0;3.0;2;2.0;1.0;18;1;3.0;0.0
ShareX.HelpersLib.URLHelpers.ForcePrefix(String,String);3.0;2.0;2;2.0;1.0;3;1;1.0;0.0
ShareX.HelpersLib.URLHelpers.RemovePrefixes(String);8.0;3.0;1;5.0;2.0;3;0;1.0;0.0
ShareX.HelpersLib.URLHelpers.GetHostName(String);7.0;5.0;1;6.0;3.0;4;0;3.0;74.0
ShareX.HelpersLib.URLHelpers.CreateQuery(Dictionary<String,String>,Boolean);4.0;5.0;2;2.0;1.0;3;1;2.0;2.0
ShareX.HelpersLib.URLHelpers.CreateQuery(String,Dictionary<String,String>,Boolean);4.0;2.0;3;3.0;1.0;13;1;2.0;2.0
ShareX.HelpersLib.URLHelpers.RemoveQuery(String);5.0;3.0;1;4.0;2.0;1;0;1.0;8.0
ShareX.HelpersLib.URLHelpers.URLHelpers();1.0;1.0;0;0.0;0.0;0;0;1.0;0.0
ShareX.HelpersLib.MathHelpers.Random(Int32);2.0;1.0;1;3.0;2.0;3;0;1.0;230.0
ShareX.HelpersLib.MathHelpers.Random(Int32,Int32);2.0;1.0;2;3.0;2.0;2;0;1.0;0.0
ShareX.HelpersLib.MathHelpers.RadianToDegree(Single);1.0;1.0;1;1.0;0.0;2;0;1.0;0.0
ShareX.HelpersLib.MathHelpers.DegreeToRadian(Single);1.0;1.0;1;1.0;0.0;3;0;1.0;0.0
ShareX.HelpersLib.MathHelpers.RadianToVector2(Single);1.0;1.0;1;1.0;0.0;3;1;1.0;0.0
ShareX.HelpersLib.MathHelpers.RadianToVector2(Single,Single);1.0;1.0;2;1.0;0.0;2;2;1.0;0.0
ShareX.HelpersLib.MathHelpers.DegreeToVector2(Single);1.0;1.0;1;1.0;0.0;0;2;1.0;0.0
ShareX.HelpersLib.MathHelpers.DegreeToVector2(Single,Single);1.0;1.0;2;1.0;0.0;0;2;1.0;0.0
ShareX.HelpersLib.MathHelpers.Vector2ToRadian(Vector2);1.0;1.0;1;1.0;0.0;1;2;1.0;0.0
ShareX.HelpersLib.MathHelpers.Vector2ToDegree(Vector2);1.0;1.0;1;1.0;0.0;0;2;1.0;0.0
ShareX.HelpersLib.MathHelpers.LookAtRadian(Vector2,Vector2);1.0;1.0;2;1.0;0.0;3;2;1.0;32304.0
ShareX.HelpersLib.MathHelpers.LookAtVector2(Vector2,Vector2);1.0;1.0;2;1.0;0.0;0;2;1.0;0.0
ShareX.HelpersLib.MathHelpers.LookAtDegree(Vector2,Vector2);1.0;1.0;2;1.0;0.0;2;2;1.0;0.0
ShareX.HelpersLib.MathHelpers.Distance(Vector2,Vector2);1.0;1.0;2;1.0;0.0;5;2;1.0;32304.0
ShareX.HelpersLib.MathHelpers.Lerp(Single,Single,Single);1.0;1.0;3;1.0;0.0;5;0;1.0;0.0
ShareX.HelpersLib.MathHelpers.Lerp(Vector2,Vector2,Single);3.0;1.0;3;3.0;0.0;1;4;1.0;0.0
ShareX.HelpersLib.MathHelpers.MathHelpers();2.0;1.0;0;0.0;0.0;0;0;1.0;1.0
ShareX.HelpersLib.CodeMenuEntry.CodeMenuEntry(String,String,String);4.0;1.0;3;0.0;0.0;3;3;4.0;0.0
ShareX.HelpersLib.CodeMenuEntry.ToPrefixString();1.0;1.0;0;1.0;0.0;5;2;1.0;7105.0
ShareX.HelpersLib.InputHelpers.SendKeyDown(VirtualKeyCode);3.0;1.0;1;2.0;0.0;0;3;1.0;0.0
ShareX.HelpersLib.InputHelpers.SendKeyUp(VirtualKeyCode);3.0;1.0;1;2.0;0.0;0;3;1.0;0.0
ShareX.HelpersLib.InputHelpers.SendKeyPress(VirtualKeyCode);3.0;1.0;1;2.0;0.0;1;3;1.0;2.0
ShareX.HelpersLib.InputHelpers.SendKeyPressModifiers(VirtualKeyCode,VirtualKeyCode[]);3.0;1.0;2;2.0;0.0;0;3;1.0;0.0
ShareX.HelpersLib.InputHelpers.SendKeyPressText(String);3.0;1.0;1;2.0;0.0;0;3;1.0;0.0
ShareX.HelpersLib.InputHelpers.SendMouseDown(MouseButtons);3.0;1.0;1;2.0;0.0;0;3;1.0;0.0
ShareX.HelpersLib.InputHelpers.SendMouseUp(MouseButtons);3.0;1.0;1;2.0;0.0;0;3;1.0;0.0
ShareX.HelpersLib.InputHelpers.SendMouseClick(MouseButtons);3.0;1.0;1;2.0;0.0;0;3;1.0;0.0
ShareX.HelpersLib.InputHelpers.SendMouseClick(Int32,Int32,MouseButtons);3.0;1.0;3;2.0;0.0;1;3;1.0;0.0
ShareX.HelpersLib.InputHelpers.SendMouseClick(Point,MouseButtons);1.0;1.0;2;1.0;0.0;0;1;1.0;0.0
ShareX.HelpersLib.InputHelpers.SendMouseMove(Int32,Int32);3.0;1.0;2;2.0;0.0;1;3;1.0;0.0
ShareX.HelpersLib.InputHelpers.SendMouseMove(Point);1.0;1.0;1;1.0;0.0;0;1;1.0;0.0
ShareX.HelpersLib.InputHelpers.SendMouseWheel(Int32);3.0;1.0;1;2.0;0.0;1;3;1.0;0.0
ShareX.HelpersLib.InputManager.InputManager();2.0;1.0;0;0.0;0.0;11;1;1.0;2.0
ShareX.HelpersLib.InputManager.SendInputs();6.0;2.0;0;5.0;1.0;11;4;1.0;2.0
ShareX.HelpersLib.InputManager.ClearInputs();1.0;1.0;0;0.0;0.0;1;1;1.0;0.0
ShareX.HelpersLib.InputManager.AddKeyInput(VirtualKeyCode,Boolean);7.0;2.0;2;2.0;1.0;3;1;1.0;4.0
ShareX.HelpersLib.InputManager.AddKeyDown(VirtualKeyCode);1.0;1.0;1;0.0;0.0;2;1;1.0;0.0
ShareX.HelpersLib.InputManager.AddKeyUp(VirtualKeyCode);1.0;1.0;1;0.0;0.0;2;1;1.0;0.0
ShareX.HelpersLib.InputManager.AddKeyPress(VirtualKeyCode);2.0;1.0;1;0.0;0.0;2;1;1.0;0.0
ShareX.HelpersLib.InputManager.AddKeyPressModifiers(VirtualKeyCode,VirtualKeyCode[]);11.0;3.0;2;6.0;1.0;1;3;1.0;0.0
ShareX.HelpersLib.InputManager.AddKeyPressText(String);15.0;3.0;1;6.0;2.0;1;1;1.0;0.0
ShareX.HelpersLib.InputManager.AddMouseInput(MouseButtons,Boolean);16.0;11.0;2;6.0;2.0;2;1;1.0;0.0
ShareX.HelpersLib.InputManager.AddMouseDown(MouseButtons);1.0;1.0;1;0.0;0.0;2;1;1.0;0.0
ShareX.HelpersLib.InputManager.AddMouseUp(MouseButtons);1.0;1.0;1;0.0;0.0;2;1;1.0;0.0
ShareX.HelpersLib.InputManager.AddMouseClick(MouseButtons);2.0;1.0;1;0.0;0.0;3;2;1.0;0.0
ShareX.HelpersLib.InputManager.AddMouseClick(Int32,Int32,MouseButtons);2.0;1.0;3;0.0;0.0;1;2;1.0;0.0
ShareX.HelpersLib.InputManager.AddMouseClick(Point,MouseButtons);2.0;1.0;2;0.0;0.0;0;2;1.0;0.0
ShareX.HelpersLib.InputManager.AddMouseMove(Int32,Int32);7.0;1.0;2;1.0;0.0;3;2;1.0;0.0
ShareX.HelpersLib.InputManager.AddMouseMove(Point);1.0;1.0;1;0.0;0.0;1;1;1.0;0.0
ShareX.HelpersLib.InputManager.AddMouseWheel(Int32);6.0;1.0;1;1.0;0.0;1;1;1.0;0.0
ShareX.HelpersLib.ListViewColumnSorter.ListViewColumnSorter();5.0;1.0;0;0.0;0.0;1;1;2.0;76.0
ShareX.HelpersLib.ListViewColumnSorter.Compare(Object,Object);10.0;4.0;2;7.0;1.0;0;1;4.0;1867.0
ShareX.HelpersLib.MimeTypes.GetMimeType(String);6.0;4.0;1;5.0;2.0;1;0;2.0;7.0
ShareX.HelpersLib.MimeTypes.MimeTypes();2.0;1.0;0;0.0;0.0;0;0;1.0;2.0
ShareX.HelpersLib.CodeMenuEntryPixelInfo.CodeMenuEntryPixelInfo(String,String);2.0;1.0;2;0.0;0.0;1;1;1.0;16.0
ShareX.HelpersLib.CodeMenuEntryPixelInfo.Parse(String,Color,Point);1.0;1.0;3;3.0;0.0;2;3;1.0;1.0
ShareX.HelpersLib.CodeMenuEntryPixelInfo.CodeMenuEntryPixelInfo();8.0;1.0;0;0.0;0.0;0;1;1.0;2.0
ShareX.HelpersLib.CodeMenuItem.CodeMenuItem(String,String,String);4.0;1.0;3;0.0;0.0;2;3;1.0;0.0
ShareX.HelpersLib.LayeredForm.LayeredForm();12.0;1.0;0;0.0;0.0;2;1;4.0;1.0
ShareX.HelpersLib.LayeredForm.SelectBitmap(Bitmap,Int32);22.0;3.0;2;10.0;2.0;5;9;3.0;22.0
ShareX.HelpersLib.MonitorTestForm.MonitorTestForm();16.0;1.0;0;2.0;0.0;1;5;6.0;1.0
ShareX.HelpersLib.MonitorTestForm.SetBackColor();1.0;1.0;0;0.0;0.0;2;1;1.0;0.0
ShareX.HelpersLib.MonitorTestForm.SetBackColor(Color);5.0;2.0;1;2.0;1.0;3;0;1.0;326.0
ShareX.HelpersLib.MonitorTestForm.DrawBlackWhite(Int32);2.0;1.0;1;1.0;0.0;1;1;1.0;0.0
ShareX.HelpersLib.MonitorTestForm.DrawRedGreenBlue(Int32,Int32,Int32);2.0;1.0;3;1.0;0.0;1;1;1.0;0.0
ShareX.HelpersLib.MonitorTestForm.DrawGradient(Color,Color,LinearGradientMode);6.0;1.0;3;5.0;2.0;1;0;1.0;2.0
ShareX.HelpersLib.MonitorTestForm.DrawHorizontalLine(Int32,Color);6.0;2.0;2;4.0;1.0;1;0;1.0;18.0
ShareX.HelpersLib.MonitorTestForm.DrawVerticalLine(Int32,Color);6.0;2.0;2;4.0;1.0;1;0;1.0;20.0
ShareX.HelpersLib.MonitorTestForm.DrawChecker(Int32,Color);6.0;1.0;2;4.0;2.0;1;0;1.0;67.0
ShareX.HelpersLib.MonitorTestForm.DrawBlackWhite();2.0;2.0;0;1.0;1.0;2;1;1.0;142.0
ShareX.HelpersLib.MonitorTestForm.DrawRedGreenBlue();2.0;2.0;0;1.0;1.0;3;1;1.0;186.0
ShareX.HelpersLib.MonitorTestForm.DrawGradient();6.0;2.0;0;4.0;1.0;4;3;2.0;6.0
ShareX.HelpersLib.MonitorTestForm.DrawSelectedShape();10.0;5.0;0;4.0;2.0;3;4;2.0;108.0
ShareX.HelpersLib.MonitorTestForm.MainForm_KeyUp(Object,KeyEventArgs);2.0;2.0;2;1.0;1.0;1;0;1.0;0.0
ShareX.HelpersLib.MonitorTestForm.MainForm_MouseDown(Object,MouseEventArgs);4.0;2.0;2;2.0;1.0;1;0;1.0;2.0
ShareX.HelpersLib.MonitorTestForm.btnClose_Click(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;0;1.0;1.0
ShareX.HelpersLib.MonitorTestForm.rbBlackWhite_CheckedChanged(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;1.0;2.0
ShareX.HelpersLib.MonitorTestForm.tbBlackWhite_ValueChanged(Object,EventArgs);2.0;1.0;2;1.0;0.0;1;1;1.0;140.0
ShareX.HelpersLib.MonitorTestForm.rbRedGreenBlue_CheckedChanged(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;1.0;3.0
ShareX.HelpersLib.MonitorTestForm.btnColorDialog_Click(Object,EventArgs);6.0;2.0;2;3.0;1.0;1;2;3.0;1.0
ShareX.HelpersLib.MonitorTestForm.tbRedGreenBlue_ValueChanged(Object,EventArgs);4.0;1.0;2;1.0;0.0;1;1;1.0;183.0
ShareX.HelpersLib.MonitorTestForm.rbGradient_CheckedChanged(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;1.0;2.0
ShareX.HelpersLib.MonitorTestForm.cbGradient_SelectedIndexChanged(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;1.0;1.0
ShareX.HelpersLib.MonitorTestForm.btnGradientColor1_ColorChanged(Color);1.0;1.0;1;0.0;0.0;1;1;1.0;1.0
ShareX.HelpersLib.MonitorTestForm.btnGradientColor2_ColorChanged(Color);1.0;1.0;1;0.0;0.0;1;1;1.0;2.0
ShareX.HelpersLib.MonitorTestForm.rbShapes_CheckedChanged(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;1.0;2.0
ShareX.HelpersLib.MonitorTestForm.cbShapes_SelectedIndexChanged(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;1.0;3.0
ShareX.HelpersLib.MonitorTestForm.tbShapeSize_ValueChanged(Object,EventArgs);2.0;1.0;2;1.0;0.0;1;1;1.0;103.0
ShareX.HelpersLib.MonitorTestForm.btnScreenTearingTest_Click(Object,EventArgs);2.0;1.0;2;1.0;2.0;1;1;1.0;1.0
ShareX.HelpersLib.MonitorTestForm.Dispose(Boolean);3.0;3.0;1;1.0;1.0;0;0;1.0;1.0
ShareX.HelpersLib.MonitorTestForm.InitializeComponent();181.0;1.0;0;1.0;0.0;1;20;12.0;1.0
ShareX.HelpersLib.PingHelper.PingHost(String,Int32,Int32,Int32);16.0;6.0;4;12.0;2.0;1;4;1.0;0.0
ShareX.HelpersLib.PingHelper.GetIpFromHost(String);5.0;3.0;1;4.0;2.0;1;1;2.0;0.0
ShareX.HelpersLib.PingResult.PingResult();2.0;1.0;0;0.0;0.0;1;1;1.0;0.0
ShareX.HelpersLib.PingResult.ToString();17.0;8.0;0;9.0;4.0;0;4;1.0;0.0
ShareX.HelpersLib.ProxyInfo.ProxyInfo();2.0;1.0;0;0.0;0.0;2;1;2.0;2.0
ShareX.HelpersLib.ProxyInfo.IsValidProxy();9.0;8.0;0;5.0;4.0;3;6;3.0;23.0
ShareX.HelpersLib.ProxyInfo.GetWebProxy();7.0;3.0;0;5.0;2.0;7;6;2.0;15.0
ShareX.HelpersLib.ProxyInfo.GetDefaultWebProxy();4.0;2.0;0;2.0;1.0;1;1;2.0;0.0
ShareX.HelpersLib.ProxyInfo.ToString();1.0;1.0;0;1.0;0.0;0;3;3.0;0.0
ShareX.HelpersLib.ExportImportControl.ExportImportControl();4.0;1.0;0;0.0;0.0;3;1;1.0;16.0
ShareX.HelpersLib.ExportImportControl.Serialize(Object);17.0;5.0;1;7.0;3.0;4;7;7.0;0.0
ShareX.HelpersLib.ExportImportControl.tsmiExportClipboard_Click(Object,EventArgs);5.0;4.0;2;4.0;2.0;1;4;3.0;0.0
ShareX.HelpersLib.ExportImportControl.tsmiExportFile_Click(Object,EventArgs);10.0;5.0;2;8.0;4.0;1;3;3.0;0.0
ShareX.HelpersLib.ExportImportControl.tsmiExportUpload_Click(Object,EventArgs);5.0;4.0;2;4.0;2.0;1;3;2.0;0.0
ShareX.HelpersLib.ExportImportControl.Deserialize(String);12.0;3.0;1;4.0;2.0;1;4;8.0;1.0
ShareX.HelpersLib.ExportImportControl.Import(String);4.0;3.0;1;3.0;2.0;3;2;1.0;1.0
ShareX.HelpersLib.ExportImportControl.tsmiImportClipboard_Click(Object,EventArgs);4.0;3.0;2;3.0;2.0;1;1;2.0;0.0
ShareX.HelpersLib.ExportImportControl.tsmiImportFile_Click(Object,EventArgs);12.0;5.0;2;9.0;3.0;1;2;4.0;0.0
ShareX.HelpersLib.ExportImportControl.tsmiImportURL_Click(Object,EventArgs);9.0;5.0;2;2.0;2.0;1;5;3.0;1.0
ShareX.HelpersLib.ExportImportControl.Dispose(Boolean);3.0;3.0;1;1.0;1.0;0;0;1.0;6.0
ShareX.HelpersLib.ExportImportControl.InitializeComponent();57.0;1.0;0;1.0;0.0;1;8;6.0;16.0
ShareX.HelpersLib.TablessControl.WndProc(Message);3.0;3.0;1;1.0;1.0;0;0;1.0;2147.0
ShareX.HelpersLib.TabToListView.TabToListView();4.0;1.0;0;0.0;0.0;1;2;1.0;7.0
ShareX.HelpersLib.TabToListView.FillListView(TabControl);25.0;7.0;1;13.0;6.0;1;0;2.0;14.0
ShareX.HelpersLib.TabToListView.lvMain_MouseUp(Object,MouseEventArgs);6.0;6.0;2;4.0;2.0;1;0;1.0;34.0
ShareX.HelpersLib.TabToListView.lvMain_SelectedIndexChanged(Object,EventArgs);4.0;2.0;2;3.0;1.0;1;1;5.0;111.0
ShareX.HelpersLib.TabToListView.LoadTabPage(TabPage);6.0;3.0;1;1.0;1.0;1;0;2.0;59.0
ShareX.HelpersLib.TabToListView.NavigateToTabPage(TabPage);9.0;4.0;1;6.0;4.0;1;0;1.0;7.0
ShareX.HelpersLib.TabToListView.FocusListView();1.0;1.0;0;0.0;0.0;1;0;1.0;7.0
ShareX.HelpersLib.TabToListView.Dispose(Boolean);3.0;3.0;1;1.0;1.0;0;0;1.0;7.0
ShareX.HelpersLib.TabToListView.InitializeComponent();54.0;1.0;0;0.0;0.0;1;4;4.0;7.0
ShareX.HelpersLib.TabToTreeView.TabToTreeView();4.0;1.0;0;0.0;0.0;2;2;1.0;5.0
ShareX.HelpersLib.TabToTreeView.FillTreeView(TreeNodeCollection,TabControl,TreeNode);20.0;10.0;3;11.0;4.0;1;0;4.0;16.0
ShareX.HelpersLib.TabToTreeView.tvMain_BeforeCollapse(Object,TreeViewCancelEventArgs);1.0;1.0;2;0.0;0.0;1;0;1.0;0.0
ShareX.HelpersLib.TabToTreeView.tvMain_AfterSelect(Object,TreeViewEventArgs);3.0;1.0;2;1.0;0.0;1;2;1.0;40.0
ShareX.HelpersLib.TabToTreeView.SelectTab(TabPage);7.0;2.0;1;1.0;1.0;1;0;3.0;40.0
ShareX.HelpersLib.TabToTreeView.SelectChild();2.0;2.0;0;1.0;1.0;1;0;1.0;2.0
ShareX.HelpersLib.TabToTreeView.OnTabChanged(TabPage);2.0;2.0;1;1.0;1.0;1;1;1.0;40.0
ShareX.HelpersLib.TabToTreeView.Dispose(Boolean);3.0;3.0;1;1.0;1.0;0;0;1.0;5.0
ShareX.HelpersLib.TabToTreeView.InitializeComponent();61.0;1.0;0;0.0;0.0;1;3;3.0;5.0
ShareX.HelpersLib.CodeMenuEntryFilename.CodeMenuEntryFilename(String,String,String);2.0;1.0;3;0.0;0.0;1;1;1.0;62.0
ShareX.HelpersLib.CodeMenuEntryFilename.CodeMenuEntryFilename();31.0;1.0;0;0.0;0.0;0;38;1.0;2.0
ShareX.HelpersLib.TaskEx.Run(Action);1.0;1.0;1;1.0;0.0;13;0;3.0;1405.0
ShareX.HelpersLib.TaskEx.Run(Action,Action,Boolean);5.0;3.0;3;3.0;1.0;19;1;1.0;670.0
ShareX.HelpersLib.TaskEx.RunDelayed(Action,Int32);4.0;3.0;2;1.0;1.0;3;1;1.0;619.0
ShareX.HelpersLib.TextBoxTraceListener.TextBoxTraceListener(TextBox);2.0;1.0;1;0.0;0.0;1;0;1.0;0.0
ShareX.HelpersLib.TextBoxTraceListener.Write(String);3.0;2.0;1;0.0;1.0;0;1;1.0;0.0
ShareX.HelpersLib.TextBoxTraceListener.WriteLine(String);1.0;1.0;1;0.0;0.0;0;0;1.0;0.0
ShareX.HelpersLib.EnumDescriptionConverter.EnumDescriptionConverter(Type);2.0;1.0;1;0.0;0.0;0;0;1.0;1.0
ShareX.HelpersLib.EnumDescriptionConverter.CanConvertTo(ITypeDescriptorContext,Type);1.0;1.0;2;1.0;0.0;0;0;1.0;0.0
ShareX.HelpersLib.EnumDescriptionConverter.ConvertTo(ITypeDescriptorContext,CultureInfo,Object,Type);1.0;1.0;4;1.0;0.0;0;1;2.0;5.0
ShareX.HelpersLib.EnumDescriptionConverter.CanConvertFrom(ITypeDescriptorContext,Type);1.0;1.0;2;1.0;0.0;0;0;1.0;2.0
ShareX.HelpersLib.EnumDescriptionConverter.ConvertFrom(ITypeDescriptorContext,CultureInfo,Object);7.0;3.0;3;4.0;3.0;0;1;2.0;0.0
ShareX.HelpersLib.DirectoryNameEditor.EditValue(ITypeDescriptorContext,IServiceProvider,Object);7.0;4.0;3;4.0;2.0;0;6;3.0;0.0
ShareX.HelpersLib.GradientEditor.GetEditStyle(ITypeDescriptorContext);1.0;1.0;1;1.0;0.0;0;0;1.0;1.0
ShareX.HelpersLib.GradientEditor.EditValue(ITypeDescriptorContext,IServiceProvider,Object);9.0;4.0;3;7.0;4.0;0;3;1.0;0.0
ShareX.HelpersLib.GradientEditor.GetPaintValueSupported(ITypeDescriptorContext);1.0;1.0;1;1.0;0.0;0;0;1.0;1.0
ShareX.HelpersLib.GradientEditor.PaintValue(PaintValueEventArgs);4.0;1.0;1;2.0;0.0;0;2;1.0;5.0
ShareX.HelpersLib.MyColorConverter.GetStandardValuesSupported(ITypeDescriptorContext);1.0;1.0;1;1.0;0.0;0;0;1.0;10.0
ShareX.HelpersLib.MyColorEditor.GetEditStyle(ITypeDescriptorContext);1.0;1.0;1;1.0;0.0;0;0;1.0;10.0
ShareX.HelpersLib.MyColorEditor.EditValue(ITypeDescriptorContext,IServiceProvider,Object);9.0;4.0;3;7.0;4.0;0;3;3.0;1.0
ShareX.HelpersLib.MyColorEditor.GetPaintValueSupported(ITypeDescriptorContext);1.0;1.0;1;1.0;0.0;0;0;1.0;10.0
ShareX.HelpersLib.MyColorEditor.PaintValue(PaintValueEventArgs);3.0;1.0;1;2.0;0.0;0;1;4.0;49.0
ShareX.HelpersLib.ImageFileNameEditor.EditValue(ITypeDescriptorContext,IServiceProvider,Object);6.0;4.0;3;4.0;1.0;0;1;4.0;0.0
ShareX.HelpersLib.ClipboardHelpers.CopyData(IDataObject,Boolean);5.0;2.0;2;4.0;3.0;6;0;1.0;26.0
ShareX.HelpersLib.ClipboardHelpers.Clear();5.0;2.0;0;3.0;1.0;1;2;1.0;0.0
ShareX.HelpersLib.ClipboardHelpers.CopyText(String);10.0;5.0;1;6.0;2.0;39;2;1.0;2.0
ShareX.HelpersLib.ClipboardHelpers.CopyImage(Image);9.0;5.0;1;5.0;4.0;7;4;4.0;24.0
ShareX.HelpersLib.ClipboardHelpers.CopyImageDefault(Image);3.0;1.0;1;2.0;0.0;1;1;3.0;0.0
ShareX.HelpersLib.ClipboardHelpers.CopyImageDefaultFillBackground(Image,Color);7.0;1.0;2;4.0;2.0;1;2;2.0;24.0
ShareX.HelpersLib.ClipboardHelpers.CopyImageAlternative(Image);10.0;1.0;1;5.0;2.0;1;2;4.0;0.0
ShareX.HelpersLib.ClipboardHelpers.CopyFile(String);3.0;2.0;1;2.0;1.0;4;1;1.0;0.0
ShareX.HelpersLib.ClipboardHelpers.CopyFile(String[]);7.0;4.0;1;4.0;2.0;1;2;2.0;0.0
ShareX.HelpersLib.ClipboardHelpers.CopyTextFromFile(String);6.0;4.0;1;4.0;2.0;2;2;1.0;0.0
ShareX.HelpersLib.ClipboardHelpers.CopyImageFromFile(String);6.0;4.0;1;4.0;3.0;5;3;2.0;0.0
ShareX.HelpersLib.ClipboardHelpers.GetImage();7.0;3.0;0;5.0;3.0;5;2;1.0;1.0
ShareX.HelpersLib.ClipboardHelpers.GetImageAlternative();23.0;10.0;0;18.0;7.0;1;2;6.0;0.0
ShareX.HelpersLib.ClipboardHelpers.GetDIBImage(MemoryStream);11.0;4.0;1;9.0;2.0;1;2;2.0;0.0
ShareX.HelpersLib.ClipboardHelpers.ClipboardHelpers();1.0;1.0;0;0.0;0.0;0;0;1.0;2.0
ShareX.HelpersLib.ColorBgra.ColorBgra(UInt32);2.0;1.0;1;0.0;0.0;1;0;2.0;0.0
ShareX.HelpersLib.ColorBgra.ColorBgra(Byte,Byte,Byte,Byte);5.0;1.0;4;0.0;0.0;5;0;2.0;0.0
ShareX.HelpersLib.ColorBgra.ColorBgra(Color);1.0;1.0;1;0.0;0.0;0;1;2.0;0.0
ShareX.HelpersLib.ColorBgra.Equals(Object);1.0;2.0;1;1.0;1.0;0;0;2.0;0.0
ShareX.HelpersLib.ColorBgra.GetHashCode();1.0;1.0;0;1.0;0.0;0;0;1.0;0.0
ShareX.HelpersLib.ColorBgra.ToColor();1.0;1.0;0;1.0;0.0;0;0;1.0;0.0
ShareX.HelpersLib.ColorBgra.ToString();1.0;1.0;0;1.0;0.0;0;0;1.0;0.0
ShareX.HelpersLib.ColorBgra.BgraToUInt32(UInt32,UInt32,UInt32,UInt32);1.0;1.0;4;1.0;0.0;0;0;1.0;0.0
ShareX.HelpersLib.ColorBgra.BgraToUInt32(Byte,Byte,Byte,Byte);1.0;1.0;4;1.0;0.0;0;0;1.0;0.0
ShareX.HelpersLib.Crc32.Crc32();4.0;1.0;0;0.0;0.0;1;1;1.0;1.0
