Method_Parsed;Previous_Method_Parsed;ChgLines
ShareX.UploadersLib.OCRSpaceForm.cbLanguages_SelectedIndexChanged(Object,EventArgs);ShareX.UploadersLib.OCRSpaceForm.cbLanguages_SelectedIndexChanged(Object,EventArgs);0
ShareX.UploadersLib.OCRSpaceForm.llGoogleTranslate_LinkClicked(Object,LinkLabelLinkClickedEventArgs);;2
ShareX.UploadersLib.OCRSpaceForm.OCRSpaceForm(OCROptions);;4
ShareX.HelpersLib.UpdatePanel.Dispose(Boolean);ShareX.HelpersLib.UpdatePanel.Dispose(Boolean);0
ShareX.HelpersLib.UpdatePanel.InitializeComponent();ShareX.HelpersLib.UpdatePanel.InitializeComponent();0
ShareX.HelpersLib.UpdatePanel.UpdatePanel();ShareX.HelpersLib.UpdatePanel.UpdatePanel();0
ShareX.HelpersLib.UpdatePanel.OnPaint(PaintEventArgs);ShareX.HelpersLib.UpdatePanel.OnPaint(PaintEventArgs);0
ShareX.UploadersLib.FileUploaders.LithiioFileUploaderService.CheckConfig(UploadersConfig);ShareX.UploadersLib.FileUploaders.LithiioFileUploaderService.CheckConfig(UploadersConfig);0
ShareX.UploadersLib.FileUploaders.LithiioFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);ShareX.UploadersLib.FileUploaders.LithiioFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);0
ShareX.UploadersLib.FileUploaders.Lithiio.Lithiio(LithiioSettings);ShareX.UploadersLib.FileUploaders.Lithiio.Lithiio(LithiioSettings);0
ShareX.UploadersLib.FileUploaders.Lithiio.Upload(Stream,String);ShareX.UploadersLib.FileUploaders.Lithiio.Upload(Stream,String);3
ShareX.UploadersLib.FileUploaders.Lithiio.FetchAPIKey(String,String);ShareX.UploadersLib.FileUploaders.Lithiio.FetchAPIKey(String,String);3
ShareX.UploadersLib.FileUploaders.Lithiio.Lithiio();ShareX.UploadersLib.FileUploaders.Lithiio.Lithiio();0
ShareX.ScreenCaptureLib.TextDrawingShape.DrawText(Graphics,String,Color,TextDrawingOptions,Rectangle);ShareX.ScreenCaptureLib.TextDrawingShape.DrawText(Graphics,String,Color,TextDrawingOptions,Rectangle);0
ShareX.ScreenCaptureLib.TextDrawingShape.ShowTextInputBox();ShareX.ScreenCaptureLib.TextDrawingShape.ShowTextInputBox();0
ShareX.ScreenCaptureLib.TextDrawingShape.OnDoubleClicked();ShareX.ScreenCaptureLib.TextDrawingShape.OnDoubleClicked();0
ShareX.ScreenCaptureLib.TextDrawingShape.OnConfigLoad();ShareX.ScreenCaptureLib.TextDrawingShape.OnConfigLoad();1
ShareX.ScreenCaptureLib.TextDrawingShape.OnConfigSave();ShareX.ScreenCaptureLib.TextDrawingShape.OnConfigSave();1
ShareX.ScreenCaptureLib.TextDrawingShape.AutoSize(Boolean);ShareX.ScreenCaptureLib.TextDrawingShape.AutoSize(Boolean);1
ShareX.ScreenCaptureLib.TextDrawingShape.OnCreating();ShareX.ScreenCaptureLib.TextDrawingShape.OnCreating();0
ShareX.ScreenCaptureLib.TextDrawingShape.OnCreated();ShareX.ScreenCaptureLib.TextDrawingShape.OnCreated();0
ShareX.ScreenCaptureLib.TextDrawingShape.DrawText(Graphics);ShareX.ScreenCaptureLib.TextDrawingShape.DrawText(Graphics);0
ShareX.ScreenCaptureLib.TextDrawingShape.DrawText(Graphics,String,TextDrawingOptions,Rectangle);ShareX.ScreenCaptureLib.TextDrawingShape.DrawText(Graphics,String,TextDrawingOptions,Rectangle);0
ShareX.ScreenCaptureLib.TextDrawingShape.OnDraw(Graphics);ShareX.ScreenCaptureLib.TextDrawingShape.OnDraw(Graphics);0
ShareX.ScreenCaptureLib.TextDrawingInputBox.Dispose(Boolean);ShareX.ScreenCaptureLib.TextDrawingInputBox.Dispose(Boolean);0
ShareX.ScreenCaptureLib.TextDrawingInputBox.InitializeComponent();ShareX.ScreenCaptureLib.TextDrawingInputBox.InitializeComponent();108
ShareX.ScreenCaptureLib.TextDrawingInputBox.nudTextSize_ValueChanged(Object,EventArgs);ShareX.ScreenCaptureLib.TextDrawingInputBox.nudTextSize_ValueChanged(Object,EventArgs);0
ShareX.ScreenCaptureLib.TextDrawingInputBox.cbItalic_CheckedChanged(Object,EventArgs);ShareX.ScreenCaptureLib.TextDrawingInputBox.cbItalic_CheckedChanged(Object,EventArgs);0
ShareX.ScreenCaptureLib.TextDrawingInputBox.cbUnderline_CheckedChanged(Object,EventArgs);ShareX.ScreenCaptureLib.TextDrawingInputBox.cbUnderline_CheckedChanged(Object,EventArgs);0
ShareX.ScreenCaptureLib.TextDrawingInputBox.btnTextColor_ColorChanged(Color);ShareX.ScreenCaptureLib.TextDrawingInputBox.btnTextColor_ColorChanged(Color);0
ShareX.ScreenCaptureLib.TextDrawingInputBox.cbBold_CheckedChanged(Object,EventArgs);ShareX.ScreenCaptureLib.TextDrawingInputBox.cbBold_CheckedChanged(Object,EventArgs);0
ShareX.ScreenCaptureLib.TextDrawingInputBox.cbFonts_SelectedIndexChanged(Object,EventArgs);ShareX.ScreenCaptureLib.TextDrawingInputBox.cbFonts_SelectedIndexChanged(Object,EventArgs);0
ShareX.ScreenCaptureLib.TextDrawingInputBox.tsmiAlignmentRight_Click(Object,EventArgs);ShareX.ScreenCaptureLib.TextDrawingInputBox.tsmiAlignmentRight_Click(Object,EventArgs);0
ShareX.ScreenCaptureLib.TextDrawingInputBox.tsmiAlignmentTop_Click(Object,EventArgs);ShareX.ScreenCaptureLib.TextDrawingInputBox.tsmiAlignmentTop_Click(Object,EventArgs);0
ShareX.ScreenCaptureLib.TextDrawingInputBox.tsmiAlignmentBottom_Click(Object,EventArgs);ShareX.ScreenCaptureLib.TextDrawingInputBox.tsmiAlignmentBottom_Click(Object,EventArgs);0
ShareX.ScreenCaptureLib.TextDrawingInputBox.UpdateVerticalAlignmentImage();ShareX.ScreenCaptureLib.TextDrawingInputBox.UpdateVerticalAlignmentImage();4
ShareX.ScreenCaptureLib.TextDrawingInputBox.tsmiAlignmentMiddle_Click(Object,EventArgs);ShareX.ScreenCaptureLib.TextDrawingInputBox.tsmiAlignmentMiddle_Click(Object,EventArgs);0
ShareX.ScreenCaptureLib.TextDrawingInputBox.tsmiAlignmentLeft_Click(Object,EventArgs);ShareX.ScreenCaptureLib.TextDrawingInputBox.tsmiAlignmentLeft_Click(Object,EventArgs);0
ShareX.ScreenCaptureLib.TextDrawingInputBox.btnAlignmentHorizontal_Click(Object,EventArgs);ShareX.ScreenCaptureLib.TextDrawingInputBox.btnAlignmentHorizontal_Click(Object,EventArgs);1
ShareX.ScreenCaptureLib.TextDrawingInputBox.UpdateHorizontalAlignmentImage();ShareX.ScreenCaptureLib.TextDrawingInputBox.UpdateHorizontalAlignmentImage();12
ShareX.ScreenCaptureLib.TextDrawingInputBox.tsmiAlignmentCenter_Click(Object,EventArgs);ShareX.ScreenCaptureLib.TextDrawingInputBox.tsmiAlignmentCenter_Click(Object,EventArgs);0
ShareX.ScreenCaptureLib.TextDrawingInputBox.btnCancel_Click(Object,EventArgs);ShareX.ScreenCaptureLib.TextDrawingInputBox.btnCancel_Click(Object,EventArgs);0
ShareX.ScreenCaptureLib.TextDrawingInputBox.btnAlignmentVertical_Click(Object,EventArgs);ShareX.ScreenCaptureLib.TextDrawingInputBox.btnAlignmentVertical_Click(Object,EventArgs);1
ShareX.ScreenCaptureLib.TextDrawingInputBox.UpdateInputBox();ShareX.ScreenCaptureLib.TextDrawingInputBox.UpdateInputBox();0
ShareX.ScreenCaptureLib.TextDrawingInputBox.btnOK_Click(Object,EventArgs);ShareX.ScreenCaptureLib.TextDrawingInputBox.btnOK_Click(Object,EventArgs);0
ShareX.ScreenCaptureLib.TextDrawingInputBox.TextDrawingInputBox_Shown(Object,EventArgs);ShareX.ScreenCaptureLib.TextDrawingInputBox.TextDrawingInputBox_Shown(Object,EventArgs);0
ShareX.ScreenCaptureLib.TextDrawingInputBox.txtInput_KeyUp(Object,KeyEventArgs);ShareX.ScreenCaptureLib.TextDrawingInputBox.txtInput_KeyUp(Object,KeyEventArgs);15
ShareX.ScreenCaptureLib.TextDrawingInputBox.txtInput_KeyDown(Object,KeyEventArgs);ShareX.ScreenCaptureLib.TextDrawingInputBox.txtInput_KeyDown(Object,KeyEventArgs);11
ShareX.ScreenCaptureLib.TextDrawingInputBox.Close(DialogResult);ShareX.ScreenCaptureLib.TextDrawingInputBox.Close(DialogResult);0
ShareX.ScreenCaptureLib.TextDrawingInputBox.tsrbmiGradientForwardDiagonal_Click(Object,EventArgs);;1
ShareX.ScreenCaptureLib.TextDrawingInputBox.tsrbmiGradientVertical_Click(Object,EventArgs);;1
ShareX.ScreenCaptureLib.TextDrawingInputBox.TextDrawingInputBox(String,TextDrawingOptions,Boolean);;4
ShareX.ScreenCaptureLib.TextDrawingInputBox.tsmiEnableGradient_Click(Object,EventArgs);;1
ShareX.ScreenCaptureLib.TextDrawingInputBox.tsrbmiGradientBackwardDiagonal_Click(Object,EventArgs);;2
ShareX.ScreenCaptureLib.TextDrawingInputBox.tsmiSecondColor_Click(Object,EventArgs);;1
ShareX.ScreenCaptureLib.TextDrawingInputBox.tsrbmiGradientHorizontal_Click(Object,EventArgs);;0
ShareX.ScreenCaptureLib.TextDrawingInputBox.btnGradient_Click(Object,EventArgs);;1
ShareX.ScreenCaptureLib.TextDrawingInputBox.UpdateButtonImages();;19
ShareX.ScreenCaptureLib.TextDrawingInputBox.UpdateEnterTip();;2
ShareX.ScreenCaptureLib.TextDrawingInputBox.btnSwapEnterKey_Click(Object,EventArgs);;0
ShareX.ScreenCaptureLib.AnnotationOptions.TextDrawingOptions();ShareX.ScreenCaptureLib.AnnotationOptions.TextDrawingOptions();0
ShareX.ScreenCaptureLib.AnnotationOptions.List<StickerPackInfo>();;0
ShareX.ScreenCaptureLib.TextDrawingOptions.if();ShareX.ScreenCaptureLib.TextDrawingOptions.if();0
ShareX.ScreenCaptureLib.TextDrawingOptions.if();ShareX.ScreenCaptureLib.TextDrawingOptions.if();0
ShareX.ScreenCaptureLib.TextDrawingOptions.if();ShareX.ScreenCaptureLib.TextDrawingOptions.if();0
ShareX.ScreenCaptureLib.ShapeManager.form_KeyUp(Object,KeyEventArgs);ShareX.ScreenCaptureLib.ShapeManager.form_KeyUp(Object,KeyEventArgs);14
ShareX.ScreenCaptureLib.ShapeManager.Update();ShareX.ScreenCaptureLib.ShapeManager.Update();7
ShareX.ScreenCaptureLib.ShapeManager.CheckHover();ShareX.ScreenCaptureLib.ShapeManager.CheckHover();8
ShareX.ScreenCaptureLib.ShapeManager.EndRegionSelection();ShareX.ScreenCaptureLib.ShapeManager.StartRegionSelection();58
ShareX.ScreenCaptureLib.ShapeManager.EndRegionSelection();ShareX.ScreenCaptureLib.ShapeManager.EndRegionSelection();21
ShareX.ScreenCaptureLib.ShapeManager.SelectCurrentShape();ShareX.ScreenCaptureLib.ShapeManager.SelectCurrentShape();0
ShareX.ScreenCaptureLib.ShapeManager.DeselectShape(BaseShape);ShareX.ScreenCaptureLib.ShapeManager.DeselectShape(BaseShape);0
ShareX.ScreenCaptureLib.ShapeManager.GetIntersectShape(Point);ShareX.ScreenCaptureLib.ShapeManager.GetIntersectShape(Point);10
ShareX.ScreenCaptureLib.ShapeManager.GetIntersectShape();ShareX.ScreenCaptureLib.ShapeManager.GetIntersectShape();0
ShareX.ScreenCaptureLib.ShapeManager.IsShapeIntersect();ShareX.ScreenCaptureLib.ShapeManager.IsShapeIntersect();0
ShareX.ScreenCaptureLib.ShapeManager.AddShape();ShareX.ScreenCaptureLib.ShapeManager.AddShape();0
ShareX.ScreenCaptureLib.ShapeManager.SnapPosition(Point,Point);ShareX.ScreenCaptureLib.ShapeManager.SnapPosition(Point,Point);0
ShareX.ScreenCaptureLib.ShapeManager.form_MouseDown(Object,MouseEventArgs);ShareX.ScreenCaptureLib.ShapeManager.form_MouseDown(Object,MouseEventArgs);0
ShareX.ScreenCaptureLib.ShapeManager.FindSelectedWindow();ShareX.ScreenCaptureLib.ShapeManager.FindSelectedWindow();0
ShareX.ScreenCaptureLib.ShapeManager.FindSelectedWindowInfo(Point);ShareX.ScreenCaptureLib.ShapeManager.FindSelectedWindowInfo(Point);0
ShareX.ScreenCaptureLib.ShapeManager.DeleteShape(BaseShape);ShareX.ScreenCaptureLib.ShapeManager.DeleteShape(BaseShape);6
ShareX.ScreenCaptureLib.ShapeManager.if(CurrentShape);ShareX.ScreenCaptureLib.ShapeManager.if(CurrentShape);4
ShareX.ScreenCaptureLib.ShapeManager.CreateShape(ShapeType);ShareX.ScreenCaptureLib.ShapeManager.CreateShape(ShapeType);36
ShareX.ScreenCaptureLib.ShapeManager.form_KeyDown(Object,KeyEventArgs);ShareX.ScreenCaptureLib.ShapeManager.form_KeyDown(Object,KeyEventArgs);135
ShareX.ScreenCaptureLib.ShapeManager.if(currentShape);ShareX.ScreenCaptureLib.ShapeManager.if(currentShape);0
ShareX.ScreenCaptureLib.ShapeManager.form_MouseWheel(Object,MouseEventArgs);ShareX.ScreenCaptureLib.ShapeManager.form_MouseWheel(Object,MouseEventArgs);32
ShareX.ScreenCaptureLib.ShapeManager.OnCurrentShapeTypeChanged(ShapeType);ShareX.ScreenCaptureLib.ShapeManager.OnCurrentShapeTypeChanged(ShapeType);0
ShareX.ScreenCaptureLib.ShapeManager.ShapeManager(RegionCaptureForm);ShareX.ScreenCaptureLib.ShapeManager.ShapeManager(RegionCaptureForm);13
ShareX.ScreenCaptureLib.ShapeManager.RenderOutputImage(Bitmap);ShareX.ScreenCaptureLib.ShapeManager.RenderOutputImage(Image);1
ShareX.ScreenCaptureLib.ShapeManager.DeleteAllShapes();ShareX.ScreenCaptureLib.ShapeManager.DeleteAllShapes();1
ShareX.ScreenCaptureLib.ShapeManager.OnCurrentShapeChanged(BaseShape);ShareX.ScreenCaptureLib.ShapeManager.OnCurrentShapeChanged(BaseShape);0
ShareX.ScreenCaptureLib.ShapeManager.form_MouseUp(Object,MouseEventArgs);ShareX.ScreenCaptureLib.ShapeManager.form_MouseUp(Object,MouseEventArgs);1
ShareX.ScreenCaptureLib.ShapeManager.form_MouseDoubleClick(Object,MouseEventArgs);ShareX.ScreenCaptureLib.ShapeManager.form_MouseDoubleClick(Object,MouseEventArgs);1
ShareX.ScreenCaptureLib.ShapeManager.UpdateCurrentShape();ShareX.ScreenCaptureLib.ShapeManager.UpdateCurrentShape();2
ShareX.ScreenCaptureLib.ShapeManager.OrderStepShapes();ShareX.ScreenCaptureLib.ShapeManager.OrderStepShapes();1
ShareX.ScreenCaptureLib.ShapeManager.ResetModifiers();ShareX.ScreenCaptureLib.ShapeManager.form_LostFocus(Object,EventArgs);0
ShareX.ScreenCaptureLib.ShapeManager.SwapShapeType();ShareX.ScreenCaptureLib.ShapeManager.SwapShapeType();0
ShareX.ScreenCaptureLib.ShapeManager.if();ShareX.ScreenCaptureLib.ShapeManager.if();1
ShareX.ScreenCaptureLib.ShapeManager.RunAction(RegionCaptureAction);ShareX.ScreenCaptureLib.ShapeManager.RunAction(RegionCaptureAction);14
ShareX.ScreenCaptureLib.ShapeManager.CreateShape();ShareX.ScreenCaptureLib.ShapeManager.CreateShape();0
ShareX.ScreenCaptureLib.ShapeManager.UpdateNodes();ShareX.ScreenCaptureLib.ShapeManager.UpdateNodes();0
ShareX.ScreenCaptureLib.ShapeManager.if(!);ShareX.ScreenCaptureLib.ShapeManager.if(!);0
ShareX.ScreenCaptureLib.ShapeManager.if(shape);ShareX.ScreenCaptureLib.ShapeManager.if(shape);0
ShareX.ScreenCaptureLib.ShapeManager.IsShapeTypeRegion(ShapeType);ShareX.ScreenCaptureLib.ShapeManager.IsShapeTypeRegion(ShapeType);0
ShareX.ScreenCaptureLib.ShapeManager.SelectIntersectShape();ShareX.ScreenCaptureLib.ShapeManager.SelectIntersectShape();0
ShareX.ScreenCaptureLib.ShapeManager.UndoShape();ShareX.ScreenCaptureLib.ShapeManager.UndoShape();0
ShareX.ScreenCaptureLib.ShapeManager.DeselectCurrentShape();ShareX.ScreenCaptureLib.ShapeManager.DeselectCurrentShape();0
ShareX.ScreenCaptureLib.ShapeManager.DeleteCurrentShape();ShareX.ScreenCaptureLib.ShapeManager.DeleteCurrentShape();0
ShareX.ScreenCaptureLib.ShapeManager.DeleteIntersectShape();ShareX.ScreenCaptureLib.ShapeManager.DeleteIntersectShape();0
ShareX.ScreenCaptureLib.ShapeManager.AddShape(BaseShape);ShareX.ScreenCaptureLib.ShapeManager.AddShape(BaseShape);2
ShareX.ScreenCaptureLib.ShapeManager.Dispose();ShareX.ScreenCaptureLib.ShapeManager.Dispose();0
ShareX.ScreenCaptureLib.ShapeManager.SelectShape(BaseShape);ShareX.ScreenCaptureLib.ShapeManager.SelectShape(BaseShape);5
ShareX.ScreenCaptureLib.ShapeManager.form_Shown(Object,EventArgs);ShareX.ScreenCaptureLib.ShapeManager.form_Shown(Object,EventArgs);0
ShareX.ScreenCaptureLib.ShapeManager.OnShapeCreated(BaseShape);ShareX.ScreenCaptureLib.ShapeManager.OnShapeCreated(BaseShape);0
ShareX.ScreenCaptureLib.ShapeManager.MoveShapeBottom(BaseShape);ShareX.ScreenCaptureLib.ShapeManager.MoveShapeBottom(BaseShape);0
ShareX.ScreenCaptureLib.ShapeManager.MoveCurrentShapeDown();ShareX.ScreenCaptureLib.ShapeManager.MoveCurrentShapeDown();0
ShareX.ScreenCaptureLib.ShapeManager.MoveCurrentShapeBottom();ShareX.ScreenCaptureLib.ShapeManager.MoveCurrentShapeBottom();0
ShareX.ScreenCaptureLib.ShapeManager.MoveShapeUp(BaseShape);ShareX.ScreenCaptureLib.ShapeManager.MoveShapeUp(BaseShape);0
ShareX.ScreenCaptureLib.ShapeManager.MoveShapeTop(BaseShape);ShareX.ScreenCaptureLib.ShapeManager.MoveShapeTop(BaseShape);0
ShareX.ScreenCaptureLib.ShapeManager.MoveCurrentShapeUp();ShareX.ScreenCaptureLib.ShapeManager.MoveCurrentShapeUp();0
ShareX.ScreenCaptureLib.ShapeManager.MoveShapeDown(BaseShape);ShareX.ScreenCaptureLib.ShapeManager.MoveShapeDown(BaseShape);0
ShareX.ScreenCaptureLib.ShapeManager.MoveCurrentShapeTop();ShareX.ScreenCaptureLib.ShapeManager.MoveCurrentShapeTop();0
ShareX.ScreenCaptureLib.ShapeManager.if(currentHoverShape);ShareX.ScreenCaptureLib.ShapeManager.if(currentHoverShape);0
ShareX.ScreenCaptureLib.ShapeManager.UpdateCurrentHoverShape();ShareX.ScreenCaptureLib.ShapeManager.UpdateCurrentHoverShape();0
ShareX.ScreenCaptureLib.ShapeManager.CropArea(Rectangle);ShareX.ScreenCaptureLib.ShapeManager.CropArea(Rectangle);3
ShareX.ScreenCaptureLib.ShapeManager.AddCursor(IntPtr,Point);ShareX.ScreenCaptureLib.ShapeManager.AddCursor(IntPtr,Point);0
ShareX.ScreenCaptureLib.ShapeManager.EndPanning();ShareX.ScreenCaptureLib.ShapeManager.EndPanning();2
ShareX.ScreenCaptureLib.ShapeManager.StartPanning();ShareX.ScreenCaptureLib.ShapeManager.StartPanning();4
ShareX.ScreenCaptureLib.ShapeManager.MoveAll(Int32,Int32);ShareX.ScreenCaptureLib.ShapeManager.MoveAll(Int32,Int32);2
ShareX.ScreenCaptureLib.ShapeManager.MoveAll(Point);ShareX.ScreenCaptureLib.ShapeManager.MoveAll(Point);0
ShareX.ScreenCaptureLib.ShapeManager.RemoveOutsideShapes();ShareX.ScreenCaptureLib.ShapeManager.RemoveOutsideShapes();0
ShareX.ScreenCaptureLib.ShapeManager.ChangeCanvasSize();ShareX.ScreenCaptureLib.ShapeManager.ChangeCanvasSize();18
ShareX.ScreenCaptureLib.ShapeManager.RotateImage(RotateFlipType);ShareX.ScreenCaptureLib.ShapeManager.RotateImage(RotateFlipType);3
ShareX.ScreenCaptureLib.ShapeManager.ChangeImageSize();ShareX.ScreenCaptureLib.ShapeManager.ChangeImageSize();27
ShareX.ScreenCaptureLib.ShapeManager.CropImage(Rectangle,Boolean);ShareX.ScreenCaptureLib.ShapeManager.CropImage(Rectangle,Boolean);1
ShareX.ScreenCaptureLib.ShapeManager.ShapeMoved();ShareX.ScreenCaptureLib.ShapeManager.ShapeMoved();0
ShareX.ScreenCaptureLib.ShapeManager.UpdateCanvas(Bitmap,Boolean);ShareX.ScreenCaptureLib.ShapeManager.UpdateCanvas(Image);6
ShareX.ScreenCaptureLib.ShapeManager.AutoCropImage();;18
ShareX.ScreenCaptureLib.ShapeManager.ClearTools();;0
ShareX.ScreenCaptureLib.ShapeManager.UpdateObjects();;7
ShareX.ScreenCaptureLib.ShapeManager.DrawObjects(Graphics);;1
ShareX.ScreenCaptureLib.ShapeManager.OpenImageFile();;4
ShareX.ScreenCaptureLib.ShapeManager.LoadImageFile(String);;5
ShareX.ScreenCaptureLib.ShapeManager.AddCropTool();;0
ShareX.ScreenCaptureLib.ShapeManager.NewImage();;14
ShareX.ScreenCaptureLib.ShapeManager.DrawRegionArea(Graphics,Rectangle,Boolean,Boolean);;0
ShareX.ScreenCaptureLib.ShapeManager.InsertImageFile();;14
ShareX.ScreenCaptureLib.ShapeManager.InsertImageFromScreen();;4
ShareX.ScreenCaptureLib.ShapeManager.PasteFromClipboard(Boolean);;38
ShareX.ScreenCaptureLib.ShapeManager.RenderOutputImage(Bitmap,Point);;9
ShareX.ScreenCaptureLib.ShapeManager.AddImageEffects();;15
ShareX.ScreenCaptureLib.ShapeManager.form_LostFocus(Object,EventArgs);;0
ShareX.ScreenCaptureLib.ShapeManager.AutoResizeCanvas();;7
ShareX.ScreenCaptureLib.ShapeManager.InsertImage(Image);;2
ShareX.ScreenCaptureLib.ShapeManager.ChangeCanvasSize(Padding,Color);;5
ShareX.ScreenCaptureLib.ShapeManager.PickColor(Color,Color);;9
ShareX.ScreenCaptureLib.ShapeManager.HandleEscape();;14
ShareX.ScreenCaptureLib.ShapeManager.if();;0
ShareX.ScreenCaptureLib.ShapeManager.GetColor(Bitmap,Point);;4
ShareX.ScreenCaptureLib.ShapeManager.GetCurrentColor(Bitmap);;0
ShareX.ScreenCaptureLib.ShapeManager.GetCurrentColor();;0
ShareX.ScreenCaptureLib.ShapeManager.if(isPanning);;0
ShareX.ScreenCaptureLib.ShapeManager.if(isMoving);;0
ShareX.ScreenCaptureLib.ShapeManager.StartRegionSelection();;0
ShareX.ScreenCaptureLib.ShapeManager.DuplicateCurrrentShape(Boolean);;17
ShareX.ScreenCaptureLib.StepDrawingShape.StepDrawingShape();ShareX.ScreenCaptureLib.StepDrawingShape.StepDrawingShape();2
ShareX.ScreenCaptureLib.StepDrawingShape.OnConfigSave();ShareX.ScreenCaptureLib.StepDrawingShape.OnConfigSave();1
ShareX.ScreenCaptureLib.StepDrawingShape.OnConfigLoad();ShareX.ScreenCaptureLib.StepDrawingShape.OnConfigLoad();4
ShareX.ScreenCaptureLib.StepDrawingShape.Resize(Int32,Int32,Boolean);ShareX.ScreenCaptureLib.StepDrawingShape.Resize(Int32,Int32,Boolean);0
ShareX.ScreenCaptureLib.StepDrawingShape.OnCreating();ShareX.ScreenCaptureLib.StepDrawingShape.OnCreating();8
ShareX.ScreenCaptureLib.StepDrawingShape.OnNodePositionUpdate();ShareX.ScreenCaptureLib.StepDrawingShape.ShowNodes();1
ShareX.ScreenCaptureLib.StepDrawingShape.DrawNumber(Graphics,String,Font,Color,Rectangle);;1
ShareX.ScreenCaptureLib.StepDrawingShape.OnDraw(Graphics);;0
ShareX.ScreenCaptureLib.StepDrawingShape.CreateTailPath(Rectangle,Point);;0
ShareX.ScreenCaptureLib.StepDrawingShape.DrawTail(Graphics,Color,Rectangle,Point);;3
ShareX.ScreenCaptureLib.StepDrawingShape.OnNodeUpdate();;6
ShareX.ScreenCaptureLib.StepDrawingShape.OnNodeVisible();;0
ShareX.ScreenCaptureLib.StepDrawingShape.Move(Int32,Int32);;0
ShareX.ScreenCaptureLib.StepDrawingShape.DrawNumber(Graphics);;12
ShareX.ScreenCaptureLib.StepDrawingShape.UseLightResizeNodes();;0
ShareX.HelpersLib.DoubleLabeledNumericUpDown.Dispose(Boolean);ShareX.HelpersLib.DoubleLabeledNumericUpDown.Dispose(Boolean);0
ShareX.HelpersLib.DoubleLabeledNumericUpDown.InitializeComponent();ShareX.HelpersLib.DoubleLabeledNumericUpDown.InitializeComponent();0
ShareX.HelpersLib.DoubleLabeledNumericUpDown.DoubleLabeledNumericUpDown();ShareX.HelpersLib.DoubleLabeledNumericUpDown.DoubleLabeledNumericUpDown();0
ShareX.HelpersLib.DoubleLabeledNumericUpDown.OnValueChanged(Object,EventArgs);ShareX.HelpersLib.DoubleLabeledNumericUpDown.OnValueChanged(Object,EventArgs);0
ShareX.HelpersLib.ToolStripDoubleLabeledNumericUpDown.ToolStripDoubleLabeledNumericUpDown(String,String);ShareX.HelpersLib.ToolStripDoubleLabeledNumericUpDown.ToolStripDoubleLabeledNumericUpDown(String,String);0
ShareX.HelpersLib.ScreenTearingTestForm.ScreenTearingTestForm();ShareX.HelpersLib.ScreenTearingTestForm.ScreenTearingTestForm();2
ShareX.HelpersLib.ScreenTearingTestForm.OnShown(EventArgs);ShareX.HelpersLib.ScreenTearingTestForm.OnShown(EventArgs);0
ShareX.HelpersLib.ScreenTearingTestForm.OnKeyUp(KeyEventArgs);ShareX.HelpersLib.ScreenTearingTestForm.OnKeyUp(KeyEventArgs);0
ShareX.HelpersLib.ScreenTearingTestForm.OnMouseUp(MouseEventArgs);ShareX.HelpersLib.ScreenTearingTestForm.OnMouseUp(MouseEventArgs);0
ShareX.HelpersLib.ScreenTearingTestForm.OnPaintBackground(PaintEventArgs);ShareX.HelpersLib.ScreenTearingTestForm.OnPaintBackground(PaintEventArgs);0
ShareX.HelpersLib.ScreenTearingTestForm.Dispose(Boolean);ShareX.HelpersLib.ScreenTearingTestForm.Dispose(Boolean);0
ShareX.HelpersLib.ScreenTearingTestForm.OnMouseWheel(MouseEventArgs);ShareX.HelpersLib.ScreenTearingTestForm.OnMouseWheel(MouseEventArgs);2
ShareX.HelpersLib.ScreenTearingTestForm.OnPaint(PaintEventArgs);ShareX.HelpersLib.ScreenTearingTestForm.OnPaint(PaintEventArgs);0
ShareX.UploadersLib.FileUploaders.PuushFileUploaderService.CheckConfig(UploadersConfig);ShareX.UploadersLib.FileUploaders.PuushFileUploaderService.CheckConfig(UploadersConfig);0
ShareX.UploadersLib.FileUploaders.PuushFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);ShareX.UploadersLib.FileUploaders.PuushFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);0
ShareX.UploadersLib.FileUploaders.Puush.Login(String,String);ShareX.UploadersLib.FileUploaders.Puush.Login(String,String);1
ShareX.UploadersLib.FileUploaders.Puush.Upload(Stream,String);ShareX.UploadersLib.FileUploaders.Puush.Upload(Stream,String);1
ShareX.UploadersLib.FileUploaders.Puush.Puush(String);ShareX.UploadersLib.FileUploaders.Puush.Puush(String);0
ShareX.UploadersLib.FileUploaders.Puush.Puush();ShareX.UploadersLib.FileUploaders.Puush.Puush();0
ShareX.UploadersLib.FileUploaders.Puush.DeleteFile(String);ShareX.UploadersLib.FileUploaders.Puush.DeleteFile(String);1
ShareX.UploadersLib.PuushLoginForm.Dispose(Boolean);ShareX.UploadersLib.PuushLoginForm.Dispose(Boolean);0
ShareX.UploadersLib.PuushLoginForm.InitializeComponent();ShareX.UploadersLib.PuushLoginForm.InitializeComponent();31
ShareX.UploadersLib.PuushLoginForm.PuushLoginForm();ShareX.UploadersLib.PuushLoginForm.PuushLoginForm();0
ShareX.UploadersLib.PuushLoginForm.ValidationCheck();ShareX.UploadersLib.PuushLoginForm.ValidationCheck();0
